1	100
2	99,16
3	100
4	99,16
5	100
6	100
7	99,16
8	99,12
9	100
10	99,16
11	99,16
12	93,28
13	100
14	93,28
15	100
16	99,12
17	99,16
18	100
19	100
20	100
21	98,25
22	97,37
23	100
24	92,44
25	98,25
26	97,48
27	92,11
28	87,72
29	95,8
30	89,47
31	94,96
32	99,16
33	88,6
34	85,09
35	95,61
36	89,92
37	87,72
38	69,3
39	82,46
